Machine ID,Availability,Performance,Quality,OEE,Availability Loss,Performance Loss,Quality Loss,Dominant Loss,Description,Typical Downtime
Press_Line_20,100.0,96.04,98.26,94.38,0.0,3.96,1.74,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,93.24,97.01,90.46,0.0,6.76,2.99,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,93.24,97.01,90.46,0.0,6.76,2.99,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,96.04,98.26,94.38,0.0,3.96,1.74,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,97.06,92.12,0.0,5.08,2.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,95.74,97.58,93.43,0.0,4.26,2.42,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,97.06,92.12,0.0,5.08,2.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,95.74,97.58,93.43,0.0,4.26,2.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_15,100.0,92.25,99.62,91.89,0.0,7.75,0.38,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_15,100.0,92.25,99.62,91.89,0.0,7.75,0.38,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,94.19,99.72,93.93,0.0,5.81,0.28,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,94.19,99.72,93.93,0.0,5.81,0.28,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.19,98.8,91.08,0.0,7.81,1.2,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.19,98.8,91.08,0.0,7.81,1.2,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.08,99.11,93.24,0.0,5.92,0.89,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.19,98.8,91.08,0.0,7.81,1.2,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.44,99.0,92.5,0.0,6.56,1.0,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.19,98.8,91.08,0.0,7.81,1.2,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.44,99.0,92.5,0.0,6.56,1.0,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.08,99.11,93.24,0.0,5.92,0.89,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.75,98.33,92.19,0.0,6.25,1.67,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,91.92,97.84,89.93,0.0,8.08,2.16,Performance,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.0,97.83,90.0,0.0,8.0,2.17,Performance,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.0,97.83,90.0,0.0,8.0,2.17,Performance,No Fault / Normal Operation,0
Press_Line_12,100.0,95.0,98.68,93.75,0.0,5.0,1.32,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,93.75,98.33,92.19,0.0,6.25,1.67,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,95.0,98.68,93.75,0.0,5.0,1.32,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,91.92,97.84,89.93,0.0,8.08,2.16,Performance,No Fault / Normal Operation,0
Press_Line_20,100.0,95.83,98.91,94.79,0.0,4.17,1.09,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,95.83,98.91,94.79,0.0,4.17,1.09,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.56,98.01,90.71,0.0,7.44,1.99,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.56,98.01,90.71,0.0,7.44,1.99,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,93.97,97.59,91.71,0.0,6.03,2.41,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.95,98.46,94.48,0.0,4.05,1.54,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.4,96.97,89.6,0.0,7.6,3.03,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.4,96.97,89.6,0.0,7.6,3.03,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,95.07,98.1,93.26,0.0,4.93,1.9,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,95.07,98.1,93.26,0.0,4.93,1.9,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.95,98.46,94.48,0.0,4.05,1.54,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,93.97,97.59,91.71,0.0,6.03,2.41,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,95.57,97.0,92.71,0.0,4.43,3.0,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.57,97.07,92.77,0.0,4.43,2.93,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.57,97.07,92.77,0.0,4.43,2.93,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,95.57,97.0,92.71,0.0,4.43,3.0,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,95.15,99.52,94.69,0.0,4.85,0.48,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,92.55,99.25,91.85,0.0,7.45,0.75,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,92.55,99.25,91.85,0.0,7.45,0.75,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,95.15,99.52,94.69,0.0,4.85,0.48,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,94.53,99.45,94.01,0.0,5.47,0.55,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,94.53,99.45,94.01,0.0,5.47,0.55,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.56,98.41,91.08,0.0,7.44,1.59,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,94.35,98.8,93.22,0.0,5.65,1.2,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,94.35,98.8,93.22,0.0,5.65,1.2,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.56,98.41,91.08,0.0,7.44,1.59,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,93.97,97.94,92.03,0.0,6.03,2.06,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,95.6,98.57,94.24,0.0,4.4,1.43,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,95.6,98.57,94.24,0.0,4.4,1.43,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,93.81,97.89,91.84,0.0,6.19,2.11,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,93.81,97.89,91.84,0.0,6.19,2.11,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,93.97,97.94,92.03,0.0,6.03,2.06,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.95,98.68,94.69,0.0,4.05,1.32,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,95.95,98.68,94.69,0.0,4.05,1.32,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,95.14,97.74,92.99,0.0,4.86,2.26,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,95.14,97.74,92.99,0.0,4.86,2.26,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,94.98,96.95,92.09,0.0,5.02,3.05,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,94.98,96.95,92.09,0.0,5.02,3.05,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_20,100.0,92.11,99.6,91.74,0.0,7.89,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_20,100.0,92.11,99.6,91.74,0.0,7.89,0.4,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,94.36,99.11,93.52,0.0,5.64,0.89,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,92.89,98.88,91.85,0.0,7.11,1.12,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,94.49,99.12,93.65,0.0,5.51,0.88,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,94.36,99.11,93.52,0.0,5.64,0.89,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,94.49,99.12,93.65,0.0,5.51,0.88,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,92.89,98.88,91.85,0.0,7.11,1.12,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,95.6,98.81,94.47,0.0,4.4,1.19,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,93.81,98.25,92.17,0.0,6.19,1.75,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,95.07,98.64,93.78,0.0,4.93,1.36,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,95.6,98.81,94.47,0.0,4.4,1.19,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_14,100.0,92.04,97.75,89.96,0.0,7.96,2.25,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,93.81,98.25,92.17,0.0,6.19,1.75,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,95.07,98.64,93.78,0.0,4.93,1.36,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,91.99,97.76,89.92,0.0,8.01,2.24,Performance,No Fault / Normal Operation,0
CNC_Milling_4,100.0,93.81,98.25,92.17,0.0,6.19,1.75,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,93.81,98.25,92.17,0.0,6.19,1.75,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,91.99,97.76,89.92,0.0,8.01,2.24,Performance,No Fault / Normal Operation,0
Press_Line_17,100.0,95.6,98.81,94.47,0.0,4.4,1.19,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,95.6,98.81,94.47,0.0,4.4,1.19,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_14,100.0,92.04,97.75,89.96,0.0,7.96,2.25,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,97.94,92.96,0.0,5.08,2.06,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,94.98,97.99,93.06,0.0,5.02,2.01,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,93.02,97.02,90.25,0.0,6.98,2.98,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,93.38,97.19,90.75,0.0,6.62,2.81,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,93.38,97.19,90.75,0.0,6.62,2.81,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.31,98.13,93.53,0.0,4.69,1.87,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,93.02,97.02,90.25,0.0,6.98,2.98,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,97.94,92.96,0.0,5.08,2.06,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,97.94,92.96,0.0,5.08,2.06,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.31,98.13,93.53,0.0,4.69,1.87,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,97.94,92.96,0.0,5.08,2.06,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,94.98,97.99,93.06,0.0,5.02,2.01,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,95.75,97.65,93.5,0.0,4.25,2.35,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,95.25,97.42,92.79,0.0,4.75,2.58,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,95.25,97.42,92.79,0.0,4.75,2.58,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,95.75,97.65,93.5,0.0,4.25,2.35,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,95.82,97.08,93.02,0.0,4.18,2.92,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,95.82,97.08,93.02,0.0,4.18,2.92,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,98.96,98.79,92.83,90.75,1.04,1.21,7.17,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_4,100.0,95.38,99.52,94.92,0.0,4.62,0.48,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,95.38,99.52,94.92,0.0,4.62,0.48,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_1,100.0,92.23,99.14,91.44,0.0,7.77,0.86,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_1,100.0,92.23,99.14,91.44,0.0,7.77,0.86,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,94.59,98.78,93.44,0.0,5.41,1.22,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,94.59,98.78,93.44,0.0,5.41,1.22,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.92,98.41,91.45,0.0,7.08,1.59,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.92,98.41,91.45,0.0,7.08,1.59,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,92.4,97.32,89.92,0.0,7.6,2.68,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.31,98.4,93.79,0.0,4.69,1.6,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_2,100.0,92.89,97.51,90.57,0.0,7.11,2.49,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,92.4,97.32,89.92,0.0,7.6,2.68,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_2,100.0,92.89,97.51,90.57,0.0,7.11,2.49,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.31,98.4,93.79,0.0,4.69,1.6,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,95.51,97.78,93.4,0.0,4.49,2.22,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,94.98,97.56,92.67,0.0,5.02,2.44,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,95.51,97.78,93.4,0.0,4.49,2.22,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,96.37,98.25,94.69,0.0,3.63,1.75,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,96.37,98.25,94.69,0.0,3.63,1.75,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,94.98,97.56,92.67,0.0,5.02,2.44,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.56,99.6,92.19,0.0,7.44,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,92.89,99.63,92.55,0.0,7.11,0.37,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,93.65,99.66,93.32,0.0,6.35,0.34,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,94.49,99.71,94.21,0.0,5.51,0.29,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,92.56,99.6,92.19,0.0,7.44,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_8,100.0,93.65,99.66,93.32,0.0,6.35,0.34,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,94.49,99.71,94.21,0.0,5.51,0.29,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,92.89,99.63,92.55,0.0,7.11,0.37,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,92.76,98.78,91.63,0.0,7.24,1.22,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,96.04,99.35,95.42,0.0,3.96,0.65,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,96.04,99.35,95.42,0.0,3.96,0.65,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,94.63,99.1,93.78,0.0,5.37,0.9,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_1,100.0,92.62,98.72,91.44,0.0,7.38,1.28,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,94.63,99.1,93.78,0.0,5.37,0.9,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_1,100.0,92.62,98.72,91.44,0.0,7.38,1.28,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,92.76,98.78,91.63,0.0,7.24,1.22,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,95.04,98.54,93.65,0.0,4.96,1.46,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.8,97.84,90.8,0.0,7.2,2.16,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.8,97.84,90.8,0.0,7.2,2.16,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,95.04,98.54,93.65,0.0,4.96,1.46,No Significant Loss,No Fault / Normal Operation,0
Press_Line_5,100.0,95.41,98.03,93.52,0.0,4.59,1.97,No Significant Loss,No Fault / Normal Operation,0
Press_Line_5,100.0,95.41,98.03,93.52,0.0,4.59,1.97,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,94.99,99.44,94.46,0.0,5.01,0.56,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,94.99,99.44,94.46,0.0,5.01,0.56,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,94.14,98.6,92.82,0.0,5.86,1.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,93.14,98.38,91.63,0.0,6.86,1.62,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.8,98.28,91.2,0.0,7.2,1.72,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,96.16,99.12,95.32,0.0,3.84,0.88,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,93.14,98.38,91.63,0.0,6.86,1.62,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,96.16,99.12,95.32,0.0,3.84,0.88,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,94.98,98.85,93.88,0.0,5.02,1.15,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,94.14,98.6,92.82,0.0,5.86,1.4,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,94.98,98.85,93.88,0.0,5.02,1.15,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.8,98.28,91.2,0.0,7.2,1.72,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,95.16,98.19,93.44,0.0,4.84,1.81,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,95.16,98.19,93.44,0.0,4.84,1.81,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,100.0,96.58,98.26,94.9,0.0,3.42,1.74,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,95.82,97.88,93.79,0.0,4.18,2.12,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,100.0,96.58,98.26,94.9,0.0,3.42,1.74,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,95.82,97.88,93.79,0.0,4.18,2.12,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,96.74,97.18,94.01,0.0,3.26,2.82,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,96.74,97.18,94.01,0.0,3.26,2.82,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_20,100.0,92.86,99.6,92.48,0.0,7.14,0.4,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,93.92,99.65,93.6,0.0,6.08,0.35,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,93.92,99.65,93.6,0.0,6.08,0.35,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_20,100.0,92.86,99.6,92.48,0.0,7.14,0.4,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,94.05,99.66,93.73,0.0,5.95,0.34,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,94.05,99.66,93.73,0.0,5.95,0.34,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.4,99.57,92.0,0.0,7.6,0.43,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,92.4,99.57,92.0,0.0,7.6,0.43,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,93.92,99.65,93.6,0.0,6.08,0.35,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,93.92,99.65,93.6,0.0,6.08,0.35,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,93.29,98.81,92.19,0.0,6.71,1.19,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,93.29,98.81,92.19,0.0,6.71,1.19,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,93.82,98.02,91.97,0.0,6.18,1.98,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.57,98.67,94.3,0.0,4.43,1.33,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,92.81,97.78,90.75,0.0,7.19,2.22,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,93.82,98.02,91.97,0.0,6.18,1.98,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,95.57,98.67,94.3,0.0,4.43,1.33,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,92.81,97.78,90.75,0.0,7.19,2.22,No Significant Loss,No Fault / Normal Operation,0
Press_Line_9,100.0,95.79,98.73,94.58,0.0,4.21,1.27,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,95.47,98.6,94.13,0.0,4.53,1.4,No Significant Loss,No Fault / Normal Operation,0
Press_Line_9,100.0,95.79,98.73,94.58,0.0,4.21,1.27,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,95.47,98.6,94.13,0.0,4.53,1.4,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,96.66,97.37,94.12,0.0,3.34,2.63,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,96.74,97.42,94.24,0.0,3.26,2.58,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,96.66,97.37,94.12,0.0,3.34,2.63,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,96.74,97.42,94.24,0.0,3.26,2.58,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,99.41,94.36,0.0,5.08,0.59,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,94.92,99.4,94.35,0.0,5.08,0.6,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,93.45,99.21,92.71,0.0,6.55,0.79,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,94.92,99.4,94.35,0.0,5.08,0.6,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,94.29,99.32,93.65,0.0,5.71,0.68,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,93.45,99.21,92.71,0.0,6.55,0.79,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,92.71,99.14,91.92,0.0,7.29,0.86,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,92.71,99.14,91.92,0.0,7.29,0.86,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,94.29,99.32,93.65,0.0,5.71,0.68,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,94.92,99.41,94.36,0.0,5.08,0.59,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,95.32,98.84,94.21,0.0,4.68,1.16,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,95.32,98.84,94.21,0.0,4.68,1.16,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,94.98,98.78,93.82,0.0,5.02,1.22,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_20,100.0,94.98,98.78,93.82,0.0,5.02,1.22,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_14,100.0,93.28,97.33,90.79,0.0,6.72,2.67,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_14,100.0,93.28,97.33,90.79,0.0,6.72,2.67,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,95.52,98.29,93.88,0.0,4.48,1.71,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,95.52,98.29,93.88,0.0,4.48,1.71,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_14,100.0,94.29,97.79,92.2,0.0,5.71,2.21,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_14,100.0,94.29,97.79,92.2,0.0,5.71,2.21,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,96.27,97.23,93.6,0.0,3.73,2.77,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,96.27,97.23,93.6,0.0,3.73,2.77,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,93.38,99.6,93.0,0.0,6.62,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,92.4,99.55,91.99,0.0,7.6,0.45,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_2,100.0,92.89,99.59,92.5,0.0,7.11,0.41,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,93.38,99.6,93.0,0.0,6.62,0.4,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,94.38,99.67,94.06,0.0,5.62,0.33,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,92.4,99.55,91.99,0.0,7.6,0.45,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_2,100.0,92.89,99.59,92.5,0.0,7.11,0.41,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_16,100.0,94.38,99.67,94.06,0.0,5.62,0.33,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,95.58,99.19,94.81,0.0,4.42,0.81,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,95.47,99.16,94.67,0.0,4.53,0.84,No Significant Loss,No Fault / Normal Operation,0
Press_Line_18,100.0,95.58,99.19,94.81,0.0,4.42,0.81,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,93.2,98.71,92.0,0.0,6.8,1.29,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,95.41,99.15,94.6,0.0,4.59,0.85,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,95.43,99.14,94.6,0.0,4.57,0.86,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,95.41,99.15,94.6,0.0,4.59,0.85,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,95.47,99.16,94.67,0.0,4.53,0.84,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,95.43,99.14,94.6,0.0,4.57,0.86,No Significant Loss,No Fault / Normal Operation,0
