Date,Machine ID,Shift,Planned Time (min),Downtime (min),Total Parts Produced,Defective Parts,Ideal Cycle Time (min/unit),Error Code,Operator ID,Availability,Performance,Quality,OEE
15-07-2026,Assembly_Line_14,Afternoon,480,0,266,6,1.67,DT-00,OP-106,100.0,92.55,97.74,90.46
30-05-2026,Press_Line_5,Night,480,20,337,16,1.29,DT-06,OP-074,95.83,94.51,95.25,86.27
21-05-2026,Press_Line_12,Night,480,34,356,3,1.2,DT-02,OP-095,92.92,95.78,99.16,88.25
17-05-2026,Assembly_Line_16,Afternoon,480,0,299,3,1.5,DT-00,OP-080,100.0,93.44,99.0,92.5
01-06-2026,Press_Line_10,Morning,480,0,440,13,1.01,DT-00,OP-064,100.0,92.58,97.05,89.85
04-07-2026,Press_Line_1,Night,480,20,346,35,1.26,DT-07,OP-115,95.83,94.77,89.88,81.64
29-06-2026,Assembly_Line_16,Afternoon,480,0,319,9,1.5,DT-00,OP-036,100.0,99.69,97.18,96.87
06-06-2026,Press_Line_15,Night,480,0,366,5,1.26,DT-00,OP-070,100.0,96.08,98.63,94.76
21-04-2026,CNC_Milling_13,Afternoon,480,0,264,2,1.77,DT-00,OP-016,100.0,97.35,99.24,96.61
15-07-2026,CNC_Milling_14,Afternoon,480,0,222,5,1.99,DT-00,OP-049,100.0,92.04,97.75,89.96
30-06-2026,Press_Line_7,Afternoon,480,0,349,3,1.36,DT-00,OP-034,100.0,98.88,99.14,98.03
17-05-2026,Press_Line_18,Afternoon,480,15,355,41,1.24,DT-07,OP-027,96.88,94.67,88.45,81.12
09-06-2026,Assembly_Line_5,Afternoon,480,0,368,5,1.24,DT-00,OP-074,100.0,95.07,98.64,93.78
03-05-2026,CNC_Milling_17,Night,480,0,233,2,1.91,DT-00,OP-031,100.0,92.71,99.14,91.92
27-06-2026,CNC_Milling_8,Afternoon,480,0,304,7,1.55,DT-00,OP-061,100.0,98.17,97.7,95.91
18-04-2026,Press_Line_12,Afternoon,480,0,399,10,1.2,DT-00,OP-067,100.0,99.75,97.49,97.25
24-06-2026,Assembly_Line_7,Afternoon,480,29,339,9,1.25,DT-03,OP-007,93.96,93.96,97.35,85.94
06-06-2026,Press_Line_7,Night,480,0,330,3,1.36,DT-00,OP-108,100.0,93.5,99.09,92.65
06-07-2026,Press_Line_7,Afternoon,480,26,316,6,1.36,DT-03,OP-120,94.58,94.66,98.1,87.83
19-05-2026,CNC_Milling_3,Morning,480,0,272,6,1.67,DT-00,OP-078,100.0,94.63,97.79,92.55
12-05-2026,CNC_Milling_17,Night,480,167,153,4,1.91,DT-01,OP-046,65.21,93.36,97.39,59.29
28-05-2026,Assembly_Line_4,Night,480,0,350,9,1.34,DT-00,OP-049,100.0,97.71,97.43,95.2
04-07-2026,Press_Line_19,Afternoon,480,67,309,6,1.32,DT-01,OP-119,86.04,98.76,98.06,83.32
30-05-2026,CNC_Milling_7,Night,480,133,221,1,1.55,DT-01,OP-021,72.29,98.72,99.55,71.04
30-05-2026,Press_Line_15,Afternoon,480,0,359,3,1.26,DT-00,OP-083,100.0,94.24,99.16,93.45
06-06-2026,Press_Line_18,Afternoon,480,33,353,6,1.24,DT-03,OP-058,93.12,97.92,98.3,89.64
08-06-2026,Press_Line_11,Morning,480,3,397,8,1.09,DT-04,OP-096,99.38,90.72,97.98,88.34
15-07-2026,Assembly_Line_8,Morning,480,0,340,2,1.34,DT-00,OP-120,100.0,94.92,99.41,94.36
16-06-2026,CNC_Milling_16,Morning,480,0,256,6,1.78,DT-00,OP-011,100.0,94.93,97.66,92.71
30-04-2026,Press_Line_17,Night,480,0,428,11,1.09,DT-00,OP-040,100.0,97.19,97.43,94.69
16-05-2026,Press_Line_16,Night,480,0,381,2,1.22,DT-00,OP-108,100.0,96.84,99.48,96.33
08-05-2026,Press_Line_2,Morning,480,51,420,6,1.01,DT-02,OP-112,89.38,98.88,98.57,87.11
25-06-2026,Assembly_Line_20,Afternoon,480,0,321,9,1.39,DT-00,OP-070,100.0,92.96,97.2,90.35
09-05-2026,CNC_Milling_18,Night,480,0,259,7,1.81,DT-00,OP-056,100.0,97.66,97.3,95.02
23-06-2026,Assembly_Line_1,Night,480,0,307,5,1.55,DT-00,OP-030,100.0,99.14,98.37,97.52
28-04-2026,CNC_Milling_9,Afternoon,480,0,235,2,1.92,DT-00,OP-001,100.0,94.0,99.15,93.2
22-06-2026,Assembly_Line_13,Morning,480,0,345,1,1.33,DT-00,OP-119,100.0,95.59,99.71,95.32
18-06-2026,Assembly_Line_9,Afternoon,480,0,309,8,1.52,DT-00,OP-077,100.0,97.85,97.41,95.32
16-05-2026,Assembly_Line_11,Morning,480,0,322,9,1.39,DT-00,OP-056,100.0,93.25,97.2,90.64
06-06-2026,Press_Line_16,Morning,480,59,340,3,1.22,DT-02,OP-011,87.71,98.53,99.12,85.65
10-06-2026,Assembly_Line_1,Morning,480,0,304,6,1.55,DT-00,OP-089,100.0,98.17,98.03,96.23
13-07-2026,Press_Line_18,Afternoon,480,166,249,3,1.24,DT-01,OP-110,65.42,98.33,98.8,63.55
25-04-2026,Press_Line_12,Morning,480,0,388,7,1.2,DT-00,OP-035,100.0,97.0,98.2,95.25
15-07-2026,CNC_Milling_20,Afternoon,480,0,247,1,1.79,DT-00,OP-069,100.0,92.11,99.6,91.74
19-04-2026,Press_Line_12,Morning,480,0,372,5,1.2,DT-00,OP-002,100.0,93.0,98.66,91.75
16-05-2026,Press_Line_6,Morning,480,0,354,5,1.27,DT-00,OP-101,100.0,93.66,98.59,92.34
19-06-2026,CNC_Milling_4,Afternoon,480,14,279,7,1.58,DT-02,OP-019,97.08,94.6,97.49,89.53
24-04-2026,Press_Line_18,Afternoon,480,0,370,3,1.24,DT-00,OP-108,100.0,95.58,99.19,94.81
19-05-2026,Assembly_Line_13,Afternoon,480,2,340,7,1.33,DT-04,OP-050,99.58,94.6,97.94,92.27
12-06-2026,Press_Line_16,Night,480,40,345,8,1.22,DT-08,OP-067,91.67,95.66,97.68,85.65
11-07-2026,Press_Line_14,Afternoon,480,0,443,12,1.08,DT-00,OP-021,100.0,99.68,97.29,96.98
06-07-2026,Assembly_Line_7,Morning,480,45,334,3,1.25,DT-03,OP-082,90.62,95.98,99.1,86.2
25-05-2026,Press_Line_13,Afternoon,480,6,395,3,1.01,DT-05,OP-056,98.75,84.17,99.24,82.48
28-05-2026,Press_Line_1,Morning,480,47,319,8,1.26,DT-03,OP-002,90.21,92.83,97.49,81.64
22-04-2026,CNC_Milling_18,Night,480,0,256,3,1.81,DT-00,OP-012,100.0,96.53,98.83,95.4
18-05-2026,Press_Line_11,Afternoon,480,0,426,12,1.09,DT-00,OP-098,100.0,96.74,97.18,94.01
06-07-2026,Press_Line_4,Morning,480,0,410,7,1.09,DT-00,OP-014,100.0,93.1,98.29,91.51
03-05-2026,CNC_Milling_12,Morning,480,0,248,5,1.86,DT-00,OP-045,100.0,96.1,97.98,94.16
12-06-2026,Assembly_Line_7,Morning,480,0,364,8,1.25,DT-00,OP-033,100.0,94.79,97.8,92.71
22-04-2026,CNC_Milling_12,Night,480,0,243,5,1.86,DT-00,OP-025,100.0,94.16,97.94,92.22
28-06-2026,Press_Line_12,Night,480,0,391,4,1.2,DT-00,OP-107,100.0,97.75,98.98,96.75
02-07-2026,Assembly_Line_19,Night,480,0,360,5,1.28,DT-00,OP-105,100.0,96.0,98.61,94.67
20-05-2026,CNC_Milling_15,Afternoon,480,0,278,4,1.69,DT-00,OP-094,100.0,97.88,98.56,96.47
10-05-2026,Assembly_Line_17,Morning,480,123,271,2,1.29,DT-01,OP-093,74.38,97.92,99.26,72.29
25-04-2026,Assembly_Line_3,Night,480,4,319,5,1.31,DT-04,OP-071,99.17,87.79,98.43,85.7
06-05-2026,CNC_Milling_20,Afternoon,480,0,260,1,1.79,DT-00,OP-067,100.0,96.96,99.62,96.59
10-07-2026,Press_Line_5,Morning,480,3,305,1,1.29,DT-04,OP-014,99.38,82.48,99.67,81.7
18-06-2026,Press_Line_13,Morning,480,0,461,6,1.01,DT-00,OP-063,100.0,97.0,98.7,95.74
23-06-2026,CNC_Milling_20,Night,480,42,232,4,1.79,DT-01,OP-010,91.25,94.81,98.28,85.02
18-04-2026,Assembly_Line_20,Morning,480,20,316,6,1.39,DT-02,OP-047,95.83,95.49,98.1,89.77
27-06-2026,Assembly_Line_8,Afternoon,480,13,315,8,1.34,DT-04,OP-035,97.29,90.39,97.46,85.7
23-06-2026,Press_Line_3,Night,480,0,408,12,1.11,DT-00,OP-067,100.0,94.35,97.06,91.58
29-04-2026,Press_Line_7,Night,480,0,335,2,1.36,DT-00,OP-085,100.0,94.92,99.4,94.35
18-05-2026,CNC_Milling_17,Night,480,22,234,13,1.91,DT-06,OP-014,95.42,97.59,94.44,87.94
07-07-2026,CNC_Milling_17,Afternoon,480,64,215,1,1.91,DT-02,OP-024,86.67,98.71,99.53,85.15
26-06-2026,CNC_Milling_6,Night,480,0,268,8,1.67,DT-00,OP-057,100.0,93.24,97.01,90.46
01-06-2026,Assembly_Line_18,Afternoon,480,113,232,3,1.56,DT-01,OP-082,76.46,98.62,98.71,74.42
11-06-2026,Assembly_Line_13,Night,480,0,338,6,1.33,DT-00,OP-049,100.0,93.65,98.22,91.99
26-06-2026,Assembly_Line_20,Night,480,0,344,5,1.39,DT-00,OP-051,100.0,99.62,98.55,98.17
17-04-2026,Assembly_Line_7,Morning,480,91,286,2,1.25,DT-08,OP-114,81.04,91.9,99.3,73.96
25-05-2026,Press_Line_1,Afternoon,480,42,343,1,1.26,DT-08,OP-106,91.25,98.67,99.71,89.78
14-07-2026,Assembly_Line_13,Afternoon,480,16,257,7,1.33,DT-05,OP-020,96.67,73.67,97.28,69.27
29-04-2026,Press_Line_3,Afternoon,480,0,402,5,1.11,DT-00,OP-075,100.0,92.96,98.76,91.81
18-05-2026,Press_Line_15,Afternoon,480,2,335,6,1.26,DT-04,OP-028,99.58,88.31,98.21,86.36
26-04-2026,Assembly_Line_7,Afternoon,480,21,352,10,1.25,DT-03,OP-090,95.62,95.86,97.16,89.06
29-06-2026,Assembly_Line_13,Morning,480,106,259,6,1.33,DT-01,OP-049,77.92,92.1,97.68,70.1
27-04-2026,Assembly_Line_10,Morning,480,15,319,23,1.38,DT-06,OP-054,96.88,94.67,92.79,85.1
02-05-2026,Assembly_Line_16,Morning,480,48,286,6,1.5,DT-03,OP-081,90.0,99.31,97.9,87.5
04-06-2026,Press_Line_4,Afternoon,480,0,416,7,1.09,DT-00,OP-042,100.0,94.47,98.32,92.88
20-06-2026,Assembly_Line_5,Morning,480,0,376,11,1.24,DT-00,OP-058,100.0,97.13,97.07,94.29
02-07-2026,CNC_Milling_17,Night,480,0,239,6,1.91,DT-00,OP-019,100.0,95.1,97.49,92.71
03-05-2026,CNC_Milling_2,Morning,480,0,254,4,1.85,DT-00,OP-034,100.0,97.9,98.43,96.35
27-04-2026,CNC_Milling_6,Night,480,0,280,7,1.67,DT-00,OP-062,100.0,97.42,97.5,94.98
27-06-2026,Press_Line_13,Afternoon,480,0,458,8,1.01,DT-00,OP-095,100.0,96.37,98.25,94.69
23-06-2026,Press_Line_16,Morning,480,0,386,4,1.22,DT-00,OP-119,100.0,98.11,98.96,97.09
29-06-2026,Press_Line_6,Morning,480,64,310,2,1.27,DT-02,OP-045,86.67,94.64,99.35,81.49
02-07-2026,Assembly_Line_2,Morning,480,20,376,7,1.22,DT-03,OP-103,95.83,99.72,98.14,93.79
12-06-2026,CNC_Milling_20,Morning,480,0,266,2,1.79,DT-00,OP-088,100.0,99.2,99.25,98.45
03-06-2026,Press_Line_10,Night,480,2,431,4,1.01,DT-04,OP-080,99.58,91.07,99.07,89.85
05-05-2026,Assembly_Line_16,Afternoon,480,0,312,2,1.5,DT-00,OP-058,100.0,97.5,99.36,96.88
16-06-2026,Press_Line_2,Afternoon,480,0,457,4,1.01,DT-00,OP-067,100.0,96.16,99.12,95.32
20-05-2026,CNC_Milling_16,Afternoon,480,66,226,5,1.78,DT-01,OP-049,86.25,97.17,97.79,81.95
30-06-2026,Assembly_Line_18,Night,480,0,289,1,1.56,DT-00,OP-026,100.0,93.92,99.65,93.6
15-07-2026,CNC_Milling_20,Afternoon,480,0,260,1,1.79,DT-00,OP-050,100.0,96.96,99.62,96.59
10-07-2026,Press_Line_18,Night,480,11,323,2,1.24,DT-04,OP-038,97.71,85.4,99.38,82.92
09-07-2026,CNC_Milling_5,Morning,480,8,236,27,1.98,DT-07,OP-077,98.33,99.0,88.56,86.21
24-06-2026,Press_Line_6,Morning,480,0,376,7,1.27,DT-00,OP-092,100.0,99.48,98.14,97.63
19-04-2026,Press_Line_3,Morning,480,14,397,22,1.11,DT-06,OP-021,97.08,94.56,94.46,86.72
19-04-2026,CNC_Milling_3,Night,480,0,278,2,1.67,DT-00,OP-065,100.0,96.72,99.28,96.02
22-05-2026,Assembly_Line_12,Morning,480,129,267,7,1.3,DT-01,OP-004,73.12,98.89,97.38,70.42
27-06-2026,Press_Line_18,Morning,480,0,383,8,1.24,DT-00,OP-012,100.0,98.94,97.91,96.88
04-06-2026,CNC_Milling_14,Night,480,190,142,2,1.99,DT-01,OP-074,60.42,97.44,98.59,58.04
06-05-2026,CNC_Milling_8,Afternoon,480,10,215,1,1.55,DT-05,OP-084,97.92,70.9,99.53,69.1
04-05-2026,CNC_Milling_18,Night,480,35,243,3,1.81,DT-02,OP-091,92.71,98.84,98.77,90.5
23-06-2026,Assembly_Line_19,Morning,480,0,372,9,1.28,DT-00,OP-084,100.0,99.2,97.58,96.8
28-06-2026,Assembly_Line_19,Morning,480,0,361,10,1.28,DT-00,OP-016,100.0,96.27,97.23,93.6
10-05-2026,CNC_Milling_1,Morning,480,50,224,3,1.9,DT-02,OP-053,89.58,98.98,98.66,87.48
25-05-2026,CNC_Milling_9,Night,480,25,235,12,1.92,DT-06,OP-100,94.79,99.16,94.89,89.2
11-05-2026,Press_Line_7,Morning,480,0,346,7,1.36,DT-00,OP-035,100.0,98.03,97.98,96.05
03-07-2026,CNC_Milling_17,Night,480,0,235,5,1.91,DT-00,OP-046,100.0,93.51,97.87,91.52
27-04-2026,Assembly_Line_5,Afternoon,480,0,382,6,1.24,DT-00,OP-084,100.0,98.68,98.43,97.13
03-06-2026,Press_Line_12,Afternoon,480,0,372,3,1.2,DT-00,OP-005,100.0,93.0,99.19,92.25
08-06-2026,Assembly_Line_9,Morning,480,18,285,19,1.52,DT-06,OP-026,96.25,93.77,93.33,84.23
13-05-2026,Press_Line_5,Morning,480,19,353,21,1.29,DT-06,OP-042,96.04,98.78,94.05,89.22
14-06-2026,Assembly_Line_17,Morning,480,0,365,7,1.29,DT-00,OP-106,100.0,98.09,98.08,96.21
04-06-2026,Assembly_Line_7,Afternoon,480,0,382,7,1.25,DT-00,OP-069,100.0,99.48,98.17,97.66
23-06-2026,Assembly_Line_2,Night,480,43,332,5,1.22,DT-03,OP-113,91.04,92.69,98.49,83.11
22-04-2026,Assembly_Line_17,Morning,480,0,354,8,1.29,DT-00,OP-072,100.0,95.14,97.74,92.99
05-06-2026,CNC_Milling_14,Night,480,11,222,24,1.99,DT-07,OP-039,97.71,94.2,89.19,82.09
23-05-2026,CNC_Milling_10,Morning,480,0,258,1,1.8,DT-00,OP-067,100.0,96.75,99.61,96.38
05-05-2026,CNC_Milling_10,Night,480,0,260,1,1.8,DT-00,OP-100,100.0,97.5,99.62,97.12
30-06-2026,Assembly_Line_18,Night,480,0,292,3,1.56,DT-00,OP-004,100.0,94.9,98.97,93.92
09-05-2026,CNC_Milling_10,Night,480,6,216,1,1.8,DT-05,OP-042,98.75,82.03,99.54,80.62
14-07-2026,Assembly_Line_2,Night,480,55,340,2,1.22,DT-03,OP-091,88.54,97.6,99.41,85.91
13-06-2026,Assembly_Line_1,Afternoon,480,0,302,7,1.55,DT-00,OP-066,100.0,97.52,97.68,95.26
04-07-2026,Press_Line_11,Afternoon,480,41,395,11,1.09,DT-01,OP-073,91.46,98.08,97.22,87.2
10-07-2026,Assembly_Line_16,Morning,480,0,298,7,1.5,DT-00,OP-007,100.0,93.12,97.65,90.94
09-06-2026,Press_Line_20,Afternoon,480,38,416,3,1.0,DT-03,OP-116,92.08,94.12,99.28,86.04
03-05-2026,Press_Line_13,Morning,480,94,351,6,1.01,DT-01,OP-064,80.42,91.84,98.29,72.59
25-06-2026,Assembly_Line_12,Morning,480,156,234,4,1.3,DT-01,OP-061,67.5,93.89,98.29,62.29
14-06-2026,CNC_Milling_7,Afternoon,480,0,299,3,1.55,DT-00,OP-071,100.0,96.55,99.0,95.58
22-05-2026,CNC_Milling_20,Night,480,83,204,1,1.79,DT-01,OP-084,82.71,91.98,99.51,75.7
31-05-2026,Press_Line_3,Morning,480,11,374,7,1.11,DT-04,OP-043,97.71,88.52,98.13,84.87
28-04-2026,Press_Line_4,Morning,480,0,411,9,1.09,DT-00,OP-079,100.0,93.33,97.81,91.29
10-07-2026,Assembly_Line_5,Night,480,231,193,6,1.24,DT-01,OP-096,51.88,96.11,96.89,48.31
30-06-2026,CNC_Milling_4,Morning,480,0,286,4,1.58,DT-00,OP-049,100.0,94.14,98.6,92.82
25-04-2026,Assembly_Line_9,Afternoon,480,2,265,2,1.52,DT-04,OP-089,99.58,84.27,99.25,83.28
22-05-2026,CNC_Milling_2,Night,480,0,243,2,1.85,DT-00,OP-008,100.0,93.66,99.18,92.89
30-04-2026,CNC_Milling_17,Night,480,7,237,30,1.91,DT-07,OP-120,98.54,95.7,87.34,82.37
23-05-2026,CNC_Milling_8,Night,480,5,269,8,1.55,DT-04,OP-046,98.96,87.78,97.03,84.28
03-05-2026,CNC_Milling_20,Night,480,0,262,4,1.79,DT-00,OP-104,100.0,97.7,98.47,96.21
10-05-2026,Assembly_Line_17,Night,480,0,350,3,1.29,DT-00,OP-016,100.0,94.06,99.14,93.26
20-04-2026,CNC_Milling_10,Night,480,57,232,6,1.8,DT-03,OP-054,88.12,98.72,97.41,84.75
08-06-2026,Press_Line_3,Afternoon,480,0,425,3,1.11,DT-00,OP-082,100.0,98.28,99.29,97.59
12-05-2026,Assembly_Line_5,Afternoon,480,0,358,4,1.24,DT-00,OP-071,100.0,92.48,98.88,91.45
28-05-2026,Assembly_Line_10,Morning,480,0,329,4,1.38,DT-00,OP-073,100.0,94.59,98.78,93.44
04-07-2026,Press_Line_2,Morning,480,0,468,13,1.01,DT-00,OP-062,100.0,98.48,97.22,95.74
16-06-2026,Assembly_Line_12,Morning,480,153,234,3,1.3,DT-01,OP-111,68.12,93.03,98.72,62.56
24-06-2026,Assembly_Line_18,Afternoon,480,0,303,8,1.56,DT-00,OP-008,100.0,98.48,97.36,95.88
22-06-2026,Press_Line_20,Night,480,50,414,1,1.0,DT-02,OP-074,89.58,96.28,99.76,86.04
13-07-2026,CNC_Milling_2,Afternoon,480,0,241,6,1.85,DT-00,OP-044,100.0,92.89,97.51,90.57
04-06-2026,Assembly_Line_1,Night,480,10,270,2,1.55,DT-04,OP-015,97.92,89.04,99.26,86.54
26-05-2026,Assembly_Line_6,Afternoon,480,44,314,5,1.32,DT-02,OP-031,90.83,95.06,98.41,84.98
03-06-2026,CNC_Milling_9,Afternoon,480,0,236,1,1.92,DT-00,OP-101,100.0,94.4,99.58,94.0
21-04-2026,Assembly_Line_10,Morning,480,14,245,6,1.38,DT-05,OP-116,97.08,72.55,97.55,68.71
20-06-2026,Press_Line_10,Morning,480,0,455,12,1.01,DT-00,OP-040,100.0,95.74,97.36,93.21
28-05-2026,Press_Line_10,Morning,480,9,420,2,1.01,DT-04,OP-093,98.12,90.06,99.52,87.95
21-04-2026,CNC_Milling_10,Afternoon,480,76,208,2,1.8,DT-02,OP-006,84.17,92.67,99.04,77.25
13-07-2026,Assembly_Line_15,Night,480,10,221,1,1.52,DT-05,OP-067,97.92,71.47,99.55,69.67
10-07-2026,Assembly_Line_8,Afternoon,480,0,351,7,1.34,DT-00,OP-027,100.0,97.99,98.01,96.03
28-05-2026,Press_Line_13,Morning,480,0,457,11,1.01,DT-00,OP-086,100.0,96.16,97.59,93.85
02-05-2026,Press_Line_18,Morning,480,0,359,10,1.24,DT-00,OP-072,100.0,92.74,97.21,90.16
21-06-2026,Press_Line_7,Morning,480,0,340,3,1.36,DT-00,OP-091,100.0,96.33,99.12,95.48
23-05-2026,CNC_Milling_17,Morning,480,0,237,6,1.91,DT-00,OP-070,100.0,94.31,97.47,91.92
12-06-2026,Press_Line_4,Morning,480,0,436,1,1.09,DT-00,OP-050,100.0,99.01,99.77,98.78
23-04-2026,Press_Line_6,Afternoon,480,0,369,10,1.27,DT-00,OP-081,100.0,97.63,97.29,94.99
14-07-2026,Assembly_Line_5,Afternoon,480,109,283,2,1.24,DT-01,OP-098,77.29,94.59,99.29,72.59
11-07-2026,Assembly_Line_12,Night,480,0,366,9,1.3,DT-00,OP-073,100.0,99.13,97.54,96.69
03-05-2026,Press_Line_6,Night,480,0,361,8,1.27,DT-00,OP-091,100.0,95.51,97.78,93.4
15-06-2026,CNC_Milling_11,Morning,480,9,245,16,1.9,DT-06,OP-117,98.12,98.83,93.47,90.65
02-06-2026,CNC_Milling_6,Morning,480,52,251,7,1.67,DT-02,OP-059,89.17,97.94,97.21,84.89
18-06-2026,Press_Line_2,Morning,480,0,450,7,1.01,DT-00,OP-022,100.0,94.69,98.44,93.21
23-05-2026,Assembly_Line_10,Afternoon,480,62,290,4,1.38,DT-01,OP-092,87.08,95.74,98.62,82.22
30-04-2026,CNC_Milling_1,Night,480,232,123,2,1.9,DT-01,OP-076,51.67,94.23,98.37,47.9
08-06-2026,Press_Line_16,Night,480,0,366,6,1.22,DT-00,OP-009,100.0,93.02,98.36,91.5
30-05-2026,Press_Line_14,Night,480,230,231,4,1.08,DT-01,OP-044,52.08,99.79,98.27,51.08
25-06-2026,Assembly_Line_5,Morning,480,0,376,9,1.24,DT-00,OP-092,100.0,97.13,97.61,94.81
29-06-2026,Assembly_Line_14,Afternoon,480,0,278,3,1.67,DT-00,OP-013,100.0,96.72,98.92,95.68
12-06-2026,Press_Line_12,Afternoon,480,7,381,49,1.2,DT-07,OP-077,98.54,96.66,87.14,83.0
04-06-2026,CNC_Milling_1,Afternoon,480,45,212,5,1.9,DT-01,OP-114,90.62,92.6,97.64,81.94
30-06-2026,Assembly_Line_18,Night,480,13,246,2,1.56,DT-04,OP-069,97.29,82.18,99.19,79.3
24-05-2026,CNC_Milling_5,Night,480,80,189,5,1.98,DT-01,OP-039,83.33,93.56,97.35,75.9
28-06-2026,Assembly_Line_11,Night,480,0,343,5,1.39,DT-00,OP-118,100.0,99.33,98.54,97.88
31-05-2026,Press_Line_6,Night,480,0,377,5,1.27,DT-00,OP-017,100.0,99.75,98.67,98.42
24-05-2026,Press_Line_4,Afternoon,480,1,263,5,1.09,DT-05,OP-046,99.79,59.85,98.1,58.59
01-05-2026,Assembly_Line_16,Afternoon,480,4,274,5,1.5,DT-04,OP-081,99.17,86.34,98.18,84.06
27-05-2026,Assembly_Line_6,Afternoon,480,0,347,3,1.32,DT-00,OP-023,100.0,95.43,99.14,94.6
16-06-2026,Press_Line_9,Morning,480,122,302,2,1.17,DT-01,OP-112,74.58,98.7,99.34,73.12
11-07-2026,Press_Line_9,Morning,480,0,398,2,1.17,DT-00,OP-114,100.0,97.01,99.5,96.52
18-06-2026,Assembly_Line_3,Afternoon,480,9,333,42,1.31,DT-07,OP-054,98.12,92.62,87.39,79.42
14-06-2026,Assembly_Line_18,Night,480,138,212,3,1.56,DT-01,OP-055,71.25,96.7,98.58,67.92
26-06-2026,Assembly_Line_13,Afternoon,480,0,338,5,1.33,DT-00,OP-001,100.0,93.65,98.52,92.27
29-06-2026,CNC_Milling_12,Night,480,0,247,3,1.86,DT-00,OP-070,100.0,95.71,98.79,94.55
29-06-2026,CNC_Milling_4,Morning,480,20,284,25,1.58,DT-07,OP-062,95.83,97.55,91.2,85.25
14-07-2026,Press_Line_6,Morning,480,43,343,10,1.27,DT-03,OP-100,91.04,99.68,97.08,88.11
22-05-2026,CNC_Milling_10,Night,480,0,264,1,1.8,DT-00,OP-061,100.0,99.0,99.62,98.62
06-07-2026,Assembly_Line_8,Night,480,7,344,41,1.34,DT-07,OP-075,98.54,97.45,88.08,84.59
26-05-2026,CNC_Milling_20,Morning,480,17,205,3,1.79,DT-05,OP-066,96.46,79.25,98.54,75.33
16-06-2026,CNC_Milling_17,Night,480,0,238,7,1.91,DT-00,OP-038,100.0,94.7,97.06,91.92
24-05-2026,Press_Line_11,Morning,480,86,354,8,1.09,DT-02,OP-073,82.08,97.93,97.74,78.57
20-05-2026,Press_Line_4,Night,480,0,411,1,1.09,DT-00,OP-038,100.0,93.33,99.76,93.1
05-07-2026,Press_Line_2,Afternoon,480,0,442,2,1.01,DT-00,OP-101,100.0,93.0,99.55,92.58
22-05-2026,Press_Line_17,Morning,480,100,344,1,1.09,DT-01,OP-015,79.17,98.67,99.71,77.89
03-07-2026,Press_Line_12,Night,480,52,340,8,1.2,DT-03,OP-034,89.17,95.33,97.65,83.0
15-07-2026,Press_Line_16,Afternoon,480,0,378,1,1.22,DT-00,OP-011,100.0,96.07,99.74,95.82
05-05-2026,CNC_Milling_19,Morning,480,13,229,5,1.93,DT-04,OP-031,97.29,94.64,97.82,90.07
10-07-2026,CNC_Milling_9,Night,480,83,199,5,1.92,DT-01,OP-007,82.71,96.24,97.49,77.6
08-07-2026,Press_Line_17,Morning,480,0,421,6,1.09,DT-00,OP-061,100.0,95.6,98.57,94.24
24-06-2026,Press_Line_15,Afternoon,480,59,320,2,1.26,DT-02,OP-112,87.71,95.77,99.38,83.48
11-06-2026,Press_Line_1,Afternoon,480,19,347,18,1.26,DT-06,OP-068,96.04,94.84,94.81,86.36
13-07-2026,Press_Line_3,Morning,480,20,285,7,1.11,DT-05,OP-079,95.83,68.77,97.54,64.29
09-07-2026,Assembly_Line_15,Afternoon,480,0,297,1,1.52,DT-00,OP-084,100.0,94.05,99.66,93.73
30-06-2026,CNC_Milling_6,Afternoon,480,57,237,5,1.67,DT-03,OP-099,88.12,93.57,97.89,80.72
11-05-2026,CNC_Milling_14,Afternoon,480,33,212,0,1.99,DT-02,OP-002,93.12,94.38,100.0,87.89
25-04-2026,Press_Line_1,Afternoon,480,0,353,5,1.26,DT-00,OP-029,100.0,92.66,98.58,91.35
23-05-2026,Press_Line_17,Morning,480,0,426,2,1.09,DT-00,OP-077,100.0,96.74,99.53,96.28
10-07-2026,Assembly_Line_18,Morning,480,8,295,26,1.56,DT-07,OP-110,98.33,97.5,91.19,87.42
03-07-2026,Press_Line_9,Afternoon,480,82,334,2,1.17,DT-02,OP-015,82.92,98.19,99.4,80.92
15-07-2026,Press_Line_12,Afternoon,480,0,389,2,1.2,DT-00,OP-059,100.0,97.25,99.49,96.75
22-05-2026,Assembly_Line_10,Afternoon,480,51,292,7,1.38,DT-02,OP-036,89.38,93.93,97.6,81.94
24-04-2026,CNC_Milling_5,Afternoon,480,0,224,6,1.98,DT-00,OP-034,100.0,92.4,97.32,89.92
09-05-2026,CNC_Milling_9,Morning,480,0,248,5,1.92,DT-00,OP-023,100.0,99.2,97.98,97.2
08-07-2026,CNC_Milling_12,Morning,480,0,253,2,1.86,DT-00,OP-083,100.0,98.04,99.21,97.26
30-04-2026,Assembly_Line_19,Afternoon,480,23,329,1,1.28,DT-02,OP-094,95.21,92.15,99.7,87.47
19-05-2026,Assembly_Line_10,Afternoon,480,0,333,7,1.38,DT-00,OP-001,100.0,95.74,97.9,93.72
21-04-2026,Assembly_Line_3,Afternoon,480,0,357,10,1.31,DT-00,OP-074,100.0,97.43,97.2,94.7
17-04-2026,CNC_Milling_13,Night,480,20,249,14,1.77,DT-06,OP-094,95.83,95.81,94.38,86.66
