Machine ID,Date,Shift,OEE,Production Loss (units),Throughput Loss (units),Downtime Cost,Scrap Cost,Production Loss Cost,Estimated Business Loss,Primary Business Driver,Business Loss Breakdown,Priority Score,Priority,Top Loss Driver Rank
Press_Line_19,2026-05-05,Morning,96.52,9,9,0.0,480.0,2159.09,2639.09,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,159.09)",2,Low,830
Press_Line_19,2026-05-05,Morning,96.52,9,9,0.0,480.0,2159.09,2639.09,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,159.09)",2,Low,830
Assembly_Line_17,2026-06-14,Morning,96.21,7,7,0.0,840.0,1773.26,2613.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,773.26)",2,Low,831
Assembly_Line_17,2026-06-14,Morning,96.21,7,7,0.0,840.0,1773.26,2613.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,773.26)",2,Low,831
CNC_Milling_3,2026-04-19,Night,96.02,9,9,0.0,240.0,2356.29,2596.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,356.29)",2,Low,832
CNC_Milling_3,2026-04-19,Night,96.02,9,9,0.0,240.0,2356.29,2596.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,356.29)",2,Low,832
Assembly_Line_10,2026-07-05,Afternoon,96.89,10,10,0.0,120.0,2456.52,2576.52,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,456.52)",2,Low,833
Assembly_Line_10,2026-07-05,Afternoon,96.89,10,10,0.0,120.0,2456.52,2576.52,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,456.52)",2,Low,833
Press_Line_7,2026-05-11,Morning,96.05,7,7,0.0,840.0,1735.29,2575.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,735.29)",2,Low,834
Press_Line_7,2026-05-11,Morning,96.05,7,7,0.0,840.0,1735.29,2575.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,735.29)",2,Low,834
Press_Line_11,2026-05-20,Afternoon,97.19,8,8,0.0,480.0,2091.74,2571.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,091.74)",2,Low,835
Press_Line_11,2026-05-20,Afternoon,97.19,8,8,0.0,480.0,2091.74,2571.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,091.74)",2,Low,835
Assembly_Line_8,2026-07-08,Afternoon,96.59,8,8,0.0,480.0,2052.24,2532.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,052.24)",2,Low,836
Assembly_Line_8,2026-07-08,Afternoon,96.59,8,8,0.0,480.0,2052.24,2532.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,052.24)",2,Low,836
CNC_Milling_7,2026-06-26,Morning,95.91,8,8,0.0,600.0,1919.35,2519.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹1,919.35)",2,Low,837
CNC_Milling_7,2026-06-26,Morning,95.91,8,8,0.0,600.0,1919.35,2519.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹1,919.35)",2,Low,837
CNC_Milling_13,2026-07-01,Morning,95.14,7,7,0.0,720.0,1796.61,2516.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,796.61)",2,Low,838
CNC_Milling_13,2026-07-01,Morning,95.14,7,7,0.0,720.0,1796.61,2516.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,796.61)",2,Low,838
Assembly_Line_17,2026-05-09,Afternoon,96.75,8,8,0.0,480.0,2023.26,2503.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,023.26)",2,Low,839
Assembly_Line_17,2026-05-09,Afternoon,96.75,8,8,0.0,480.0,2023.26,2503.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹2,023.26)",2,Low,839
Press_Line_10,2026-06-21,Afternoon,96.58,4,4,0.0,1440.0,1061.88,2501.88,Scrap Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹1,061.88)",2,Low,840
Press_Line_10,2026-06-21,Afternoon,96.58,4,4,0.0,1440.0,1061.88,2501.88,Scrap Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹1,061.88)",2,Low,840
CNC_Milling_11,2026-05-25,Morning,94.6,7,7,0.0,840.0,1657.89,2497.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,657.89)",2,Low,841
CNC_Milling_11,2026-05-25,Morning,94.6,7,7,0.0,840.0,1657.89,2497.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,657.89)",2,Low,841
Assembly_Line_19,2026-07-12,Afternoon,97.07,9,9,0.0,240.0,2250.0,2490.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,250.00)",2,Low,842
Assembly_Line_19,2026-07-12,Afternoon,97.07,9,9,0.0,240.0,2250.0,2490.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,250.00)",2,Low,842
CNC_Milling_12,2026-06-11,Morning,94.94,7,7,0.0,720.0,1766.13,2486.13,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,766.13)",2,Low,843
CNC_Milling_12,2026-06-11,Morning,94.94,7,7,0.0,720.0,1766.13,2486.13,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,766.13)",2,Low,843
Press_Line_19,2026-05-24,Night,95.7,5,5,0.0,1320.0,1159.09,2479.09,Scrap Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹1,159.09)",2,Low,844
Press_Line_19,2026-05-24,Night,95.7,5,5,0.0,1320.0,1159.09,2479.09,Scrap Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹1,159.09)",2,Low,844
CNC_Milling_6,2026-05-15,Night,96.02,8,8,0.0,360.0,2106.29,2466.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹2,106.29)",2,Low,845
CNC_Milling_6,2026-05-15,Night,96.02,8,8,0.0,360.0,2106.29,2466.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹2,106.29)",2,Low,845
CNC_Milling_5,2026-06-26,Afternoon,95.29,8,8,0.0,360.0,2106.06,2466.06,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹2,106.06)",2,Low,846
CNC_Milling_5,2026-06-26,Afternoon,95.29,8,8,0.0,360.0,2106.06,2466.06,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹2,106.06)",2,Low,846
Press_Line_7,2026-04-21,Night,96.62,8,8,0.0,480.0,1985.29,2465.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,985.29)",2,Low,847
Press_Line_7,2026-04-21,Night,96.62,8,8,0.0,480.0,1985.29,2465.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,985.29)",2,Low,847
Assembly_Line_14,2026-07-08,Morning,95.68,7,7,0.0,600.0,1856.29,2456.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹1,856.29)",2,Low,848
Assembly_Line_14,2026-07-08,Morning,95.68,7,7,0.0,600.0,1856.29,2456.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹1,856.29)",2,Low,848
Press_Line_7,2026-06-23,Night,96.33,7,7,0.0,720.0,1735.29,2455.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,735.29)",2,Low,849
Press_Line_7,2026-06-23,Night,96.33,7,7,0.0,720.0,1735.29,2455.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,735.29)",2,Low,849
Assembly_Line_19,2026-04-21,Morning,96.0,5,5,0.0,1200.0,1250.0,2450.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹1,250.00)",2,Low,850
Assembly_Line_19,2026-04-21,Morning,96.0,5,5,0.0,1200.0,1250.0,2450.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹1,250.00)",2,Low,850
Assembly_Line_14,2026-05-22,Afternoon,95.33,6,6,0.0,840.0,1606.29,2446.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,606.29)",2,Low,851
Assembly_Line_14,2026-05-22,Afternoon,95.33,6,6,0.0,840.0,1606.29,2446.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,606.29)",2,Low,851
Assembly_Line_15,2026-05-15,Afternoon,95.95,7,7,0.0,720.0,1697.37,2417.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,697.37)",2,Low,852
Assembly_Line_15,2026-05-15,Afternoon,95.95,7,7,0.0,720.0,1697.37,2417.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,697.37)",2,Low,852
CNC_Milling_19,2026-06-20,Afternoon,94.89,7,7,0.0,720.0,1676.17,2396.17,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,676.17)",2,Low,853
CNC_Milling_19,2026-06-20,Afternoon,94.89,7,7,0.0,720.0,1676.17,2396.17,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,676.17)",2,Low,853
CNC_Milling_18,2026-05-09,Night,95.02,6,6,0.0,840.0,1548.34,2388.34,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,548.34)",2,Low,854
CNC_Milling_18,2026-05-09,Night,95.02,6,6,0.0,840.0,1548.34,2388.34,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,548.34)",2,Low,854
Assembly_Line_8,2026-07-12,Night,96.03,5,5,0.0,1080.0,1302.24,2382.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹1,302.24)",2,Low,855
Assembly_Line_8,2026-07-12,Night,96.03,5,5,0.0,1080.0,1302.24,2382.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹1,302.24)",2,Low,855
CNC_Milling_9,2026-04-29,Afternoon,96.0,9,9,0.0,120.0,2250.0,2370.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,250.00)",2,Low,856
CNC_Milling_9,2026-04-29,Afternoon,96.0,9,9,0.0,120.0,2250.0,2370.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,250.00)",2,Low,856
Press_Line_19,2026-05-07,Night,96.25,6,6,0.0,960.0,1409.09,2369.09,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,409.09)",2,Low,857
Press_Line_19,2026-05-07,Night,96.25,6,6,0.0,960.0,1409.09,2369.09,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,409.09)",2,Low,857
CNC_Milling_9,2026-05-21,Night,95.6,8,8,0.0,360.0,2000.0,2360.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹2,000.00)",2,Low,858
CNC_Milling_9,2026-05-21,Night,95.6,8,8,0.0,360.0,2000.0,2360.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹2,000.00)",2,Low,858
CNC_Milling_9,2026-05-24,Night,95.2,7,7,0.0,600.0,1750.0,2350.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹1,750.00)",2,Low,859
CNC_Milling_9,2026-05-24,Night,95.2,7,7,0.0,600.0,1750.0,2350.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹1,750.00)",2,Low,859
Press_Line_3,2026-06-23,Night,97.59,8,8,0.0,240.0,2108.11,2348.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,108.11)",1,Low,860
Press_Line_3,2026-06-23,Night,97.59,8,8,0.0,240.0,2108.11,2348.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,108.11)",1,Low,860
Press_Line_16,2026-06-23,Morning,97.09,7,7,0.0,480.0,1860.66,2340.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,860.66)",2,Low,861
Press_Line_16,2026-06-23,Morning,97.09,7,7,0.0,480.0,1860.66,2340.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,860.66)",2,Low,861
Press_Line_11,2026-05-10,Morning,96.96,5,5,0.0,960.0,1341.74,2301.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,341.74)",2,Low,862
Press_Line_11,2026-05-10,Morning,96.96,5,5,0.0,960.0,1341.74,2301.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,341.74)",2,Low,862
Assembly_Line_12,2026-06-02,Night,97.23,8,8,0.0,240.0,2057.69,2297.69,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,057.69)",1,Low,863
Assembly_Line_12,2026-06-02,Night,97.23,8,8,0.0,240.0,2057.69,2297.69,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,057.69)",1,Low,863
Assembly_Line_10,2026-04-30,Afternoon,96.31,6,6,0.0,840.0,1456.52,2296.52,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,456.52)",2,Low,864
Assembly_Line_10,2026-04-30,Afternoon,96.31,6,6,0.0,840.0,1456.52,2296.52,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,456.52)",2,Low,864
Press_Line_13,2026-05-17,Night,97.63,7,7,0.0,480.0,1811.88,2291.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,811.88)",1,Low,865
Press_Line_13,2026-05-17,Night,97.63,7,7,0.0,480.0,1811.88,2291.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,811.88)",1,Low,865
CNC_Milling_4,2026-05-06,Afternoon,95.79,6,6,0.0,840.0,1449.37,2289.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,449.37)",2,Low,866
CNC_Milling_4,2026-05-06,Afternoon,95.79,6,6,0.0,840.0,1449.37,2289.37,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,449.37)",2,Low,866
CNC_Milling_10,2026-05-23,Morning,96.38,9,9,0.0,120.0,2166.67,2286.67,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,166.67)",2,Low,867
CNC_Milling_10,2026-05-23,Morning,96.38,9,9,0.0,120.0,2166.67,2286.67,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,166.67)",2,Low,867
CNC_Milling_8,2026-06-27,Afternoon,95.91,6,6,0.0,840.0,1419.35,2259.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,419.35)",2,Low,868
CNC_Milling_8,2026-06-27,Afternoon,95.91,6,6,0.0,840.0,1419.35,2259.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,419.35)",2,Low,868
CNC_Milling_9,2026-05-22,Morning,96.0,8,8,0.0,240.0,2000.0,2240.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,000.00)",2,Low,869
Assembly_Line_16,2026-05-05,Afternoon,96.88,8,8,0.0,240.0,2000.0,2240.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,000.00)",2,Low,869
CNC_Milling_9,2026-05-22,Morning,96.0,8,8,0.0,240.0,2000.0,2240.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,000.00)",2,Low,869
Assembly_Line_16,2026-05-05,Afternoon,96.88,8,8,0.0,240.0,2000.0,2240.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹2,000.00)",2,Low,869
Press_Line_3,2026-06-08,Afternoon,97.59,7,7,0.0,360.0,1858.11,2218.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹1,858.11)",1,Low,870
Press_Line_3,2026-06-08,Afternoon,97.59,7,7,0.0,360.0,1858.11,2218.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹1,858.11)",1,Low,870
Press_Line_14,2026-05-27,Night,96.98,4,4,0.0,1080.0,1111.11,2191.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹1,111.11)",1,Low,871
Press_Line_14,2026-05-27,Night,96.98,4,4,0.0,1080.0,1111.11,2191.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹1,111.11)",1,Low,871
CNC_Milling_20,2026-07-15,Afternoon,96.59,8,8,0.0,120.0,2039.11,2159.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,039.11)",2,Low,872
CNC_Milling_20,2026-05-06,Afternoon,96.59,8,8,0.0,120.0,2039.11,2159.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,039.11)",2,Low,872
CNC_Milling_20,2026-07-15,Afternoon,96.59,8,8,0.0,120.0,2039.11,2159.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,039.11)",2,Low,872
CNC_Milling_20,2026-05-06,Afternoon,96.59,8,8,0.0,120.0,2039.11,2159.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹2,039.11)",2,Low,872
Press_Line_11,2026-06-04,Night,96.51,2,2,0.0,1560.0,591.74,2151.74,Scrap Cost,"Downtime (₹0.00) + Scrap (₹1,560.00) + Prod. Loss (₹591.74)",2,Low,873
Press_Line_11,2026-06-04,Night,96.51,2,2,0.0,1560.0,591.74,2151.74,Scrap Cost,"Downtime (₹0.00) + Scrap (₹1,560.00) + Prod. Loss (₹591.74)",2,Low,873
CNC_Milling_11,2026-06-25,Afternoon,96.19,8,8,0.0,240.0,1907.89,2147.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,907.89)",2,Low,874
CNC_Milling_11,2026-06-25,Afternoon,96.19,8,8,0.0,240.0,1907.89,2147.89,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,907.89)",2,Low,874
CNC_Milling_19,2026-07-04,Morning,95.29,6,6,0.0,720.0,1426.17,2146.17,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,426.17)",2,Low,875
CNC_Milling_19,2026-07-04,Morning,95.29,6,6,0.0,720.0,1426.17,2146.17,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,426.17)",2,Low,875
Assembly_Line_1,2026-06-10,Morning,96.23,6,6,0.0,720.0,1419.35,2139.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,419.35)",2,Low,876
Assembly_Line_1,2026-06-10,Morning,96.23,6,6,0.0,720.0,1419.35,2139.35,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,419.35)",2,Low,876
Assembly_Line_18,2026-06-24,Afternoon,95.88,5,5,0.0,960.0,1173.08,2133.08,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,173.08)",2,Low,877
Assembly_Line_18,2026-06-24,Afternoon,95.88,5,5,0.0,960.0,1173.08,2133.08,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,173.08)",2,Low,877
Assembly_Line_16,2026-06-30,Night,96.88,7,7,0.0,360.0,1750.0,2110.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹1,750.00)",2,Low,878
Assembly_Line_16,2026-06-30,Night,96.88,7,7,0.0,360.0,1750.0,2110.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹360.00) + Prod. Loss (₹1,750.00)",2,Low,878
Press_Line_6,2026-07-02,Morning,97.63,8,8,0.0,120.0,1988.19,2108.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹1,988.19)",1,Low,879
Press_Line_6,2026-07-02,Morning,97.63,8,8,0.0,120.0,1988.19,2108.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹120.00) + Prod. Loss (₹1,988.19)",1,Low,879
Press_Line_20,2026-06-01,Afternoon,97.5,5,5,0.0,840.0,1250.0,2090.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,250.00)",1,Low,880
Press_Line_20,2026-06-01,Afternoon,97.5,5,5,0.0,840.0,1250.0,2090.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,250.00)",1,Low,880
Assembly_Line_14,2026-06-10,Morning,95.68,4,4,0.0,960.0,1106.29,2066.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,106.29)",2,Low,881
Assembly_Line_14,2026-06-10,Morning,95.68,4,4,0.0,960.0,1106.29,2066.29,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,106.29)",2,Low,881
CNC_Milling_13,2026-04-21,Afternoon,96.61,7,7,0.0,240.0,1796.61,2036.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,796.61)",2,Low,882
CNC_Milling_13,2026-04-21,Afternoon,96.61,7,7,0.0,240.0,1796.61,2036.61,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,796.61)",2,Low,882
CNC_Milling_20,2026-05-03,Night,96.21,6,6,0.0,480.0,1539.11,2019.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,539.11)",2,Low,883
CNC_Milling_20,2026-05-03,Night,96.21,6,6,0.0,480.0,1539.11,2019.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,539.11)",2,Low,883
Assembly_Line_18,2026-04-22,Morning,96.2,5,5,0.0,840.0,1173.08,2013.08,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,173.08)",2,Low,884
Assembly_Line_18,2026-04-22,Morning,96.2,5,5,0.0,840.0,1173.08,2013.08,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,173.08)",2,Low,884
Assembly_Line_4,2026-04-18,Night,96.59,4,4,0.0,960.0,1052.24,2012.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,052.24)",2,Low,885
Assembly_Line_4,2026-04-18,Night,96.59,4,4,0.0,960.0,1052.24,2012.24,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,052.24)",2,Low,885
CNC_Milling_15,2026-05-09,Afternoon,96.82,7,7,0.0,240.0,1755.92,1995.92,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,755.92)",1,Low,886
CNC_Milling_15,2026-05-09,Afternoon,96.82,7,7,0.0,240.0,1755.92,1995.92,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,755.92)",1,Low,886
Assembly_Line_5,2026-04-27,Afternoon,97.13,5,5,0.0,720.0,1274.19,1994.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,274.19)",1,Low,887
Assembly_Line_5,2026-04-27,Afternoon,97.13,5,5,0.0,720.0,1274.19,1994.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,274.19)",1,Low,887
CNC_Milling_15,2026-05-20,Afternoon,96.47,6,6,0.0,480.0,1505.92,1985.92,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,505.92)",2,Low,888
CNC_Milling_15,2026-05-20,Afternoon,96.47,6,6,0.0,480.0,1505.92,1985.92,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹1,505.92)",2,Low,888
Press_Line_18,2026-06-27,Morning,96.88,4,4,0.0,960.0,1024.19,1984.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,024.19)",1,Low,889
Press_Line_18,2026-06-27,Morning,96.88,4,4,0.0,960.0,1024.19,1984.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹1,024.19)",1,Low,889
Press_Line_15,2026-06-23,Morning,97.65,7,7,0.0,240.0,1738.1,1978.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,738.10)",1,Low,890
Press_Line_15,2026-06-23,Morning,97.65,7,7,0.0,240.0,1738.1,1978.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹1,738.10)",1,Low,890
Assembly_Line_16,2026-06-16,Afternoon,96.56,5,5,0.0,720.0,1250.0,1970.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,250.00)",2,Low,891
Assembly_Line_16,2026-06-16,Afternoon,96.56,5,5,0.0,720.0,1250.0,1970.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹1,250.00)",2,Low,891
CNC_Milling_2,2026-05-03,Night,95.58,4,4,0.0,840.0,1114.86,1954.86,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,114.86)",2,Low,892
CNC_Milling_2,2026-05-03,Night,95.58,4,4,0.0,840.0,1114.86,1954.86,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,114.86)",2,Low,892
Press_Line_16,2026-06-15,Morning,97.09,4,4,0.0,840.0,1110.66,1950.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,110.66)",1,Low,893
Press_Line_16,2026-06-15,Morning,97.09,4,4,0.0,840.0,1110.66,1950.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹1,110.66)",1,Low,893
